Category,text
Thoughts,"In the word search, some are definitely easier than others and yeah that's about it. Well I guess just you know, the challenge and trying to figure out, I’m sure there's some pattern, especially with the balloons. I haven't been able to really figure it out. I guess just the challenge and seeing if I can do it."
Thoughts,"Well, my story is I remember as a kid I used to make my own puzzles, search or word puzzles and have my little sisters do them so yeah we used to make them at home, and I would pass it out to my sisters and watch the puzzles I created. "
Thoughts,"I’m relatively relaxed, it just reminded me of being at home in my living room and hanging out with my dog and my wife and watching TV."
Thoughts,I felt a bit distressful and leery because I saw some lights turning on this fireplace and I was wondering if he's gonna start cranking up the heat on me to make things more difficult.
Thoughts,I'm not a big fan of the heat and it reminds me of a time when my step son was mad at me and I was trying to take a nap and he turned the heat way up on because he knew it would irritate me. That’s what this reminded me of.
Thoughts,The first two things I noticed was the fireplace went off and then I kept getting a connection error on my tablet which reminds me of how annoyed I get at home when I'm trying to watch a movie or play a game and my Internet is sketchy so it reminds me of when I’m at home and the Internet does not cooperate.
Thoughts,"It reminds me of rabbit hunting, when I was a kid. I knew the rabbits were there, but I couldn't find it. Thank you."
Thoughts,"Reminded me at Christmas, at my grandma's house. She didn't believe in Christmas.

"
Thoughts,"The first time I drove a race car. It wouldn't start and I missed the race. I just gave up. I didn't try it again.
"
Thoughts,"The balloon one did not seem to have a pattern, I thought there was a different color that would last longer, but every balloon seemed to be random. I have a Feelings of accomplishment after learning how to do the balloon game better than I did the word puzzle game.
When I finished the sudoku puzzle."
Thoughts,"Accomplishment! I felt like I did better on both games.
Success in a three star force star city puzzle."
Thoughts,I guess it reminds me of when I was trying to learn to weave and the instructions seemed confusing. I couldn't remember what happened first and what happened second. I was always glad to have people help me and I was glad when I got better at it.
Thoughts,And I’m not sure that this reminds me of any particular experience that I've had. Little bit like doing the crossword and not being able to figure out the last clue.
Thoughts,"Um, like the one I remember, was racquetball. The balloon ones were okay
I just sort of kept, uhm, trying not to pop them, I just kept collecting as much money as I could
along the way. That's all I have, I think"
Thoughts,"No, I don't... nothing, nothing comes to mind now. It's sort of like trying, a task, but I couldn't
get it accomplished, I guess, the balloon thing didn't bother me at all. The word thing was sort of
hard"
Thoughts,"I told you all those stories I can. Obviously, I haven't figured out yet how high I could go on
the blue balloon, but obviously 55 pumps is... if I have to do this again, I'm going to see how far
it goes till it explodes. And the one puzzle didn't seem like the words were recording so I skipped
to another puzzle. You know, a couple of them I didn't know. I didn't have enough vocabulary
to figure out all the different fuels they were looking for"
Thoughts,"I'm fine, I guess, a sense of accomplishment, figuring out the one thing. I like doing puzzles, I
don't know that it relates to anything in my in my real life, which I don't have any more, since I
retired."
Thoughts,"I didn't have any real tactics on the word game, but on the on the balloons, that was... that was
an easy one to figure out. I kept finding the blue balloon and I go and I get up to 55 pumps on it
and then the other ones where they, you know, they blow up too fast, so I just started just doing
that a couple of times and taking the money then wait for the blue to show up."
Thoughts,"you know... I just thought it was popping really fast. So I just decided I’d go for short bursts on the yellow or the orange one and the blue, and I just couldn't you know...I wish I'd kept going until I found how many times, I could pump it till it popped. I went up to 55 and that’s as far as it went."
Thoughts,"The word game was ok, but I accidentally
skipped a screen. A story? Like a fiction story or like a story of another game I played like that? I’m not
quite sure what kind of story. It’s a big prompt."
Thoughts,"Ok. Umm it was a little umm better the second time because I had done it once before and I
do think that the blue balloons will take more air than the yellow or orange so. And the word games, there
were some harder ones than the other. I don’t know what kind of story you want me to tell."
Thoughts,"Hmm. It was like playing the two games before, but I knew what I was doing now."
Thoughts,"But I can't think of a story that reminds me of playing
the game. I can describe my experience but that’s about it."
Thoughts," It was like learning how to beat other games that use random, uh, random, what’s the right
word, stimulus. That’s it."
Thoughts,"Well, I got on a bicycle once, I rode the bicycle until I fell off. I got back on and I tried to
figure out what makes me fall off; I practiced balancing and I practiced avoiding different places on the
sidewalk that might not be down, eventually I figured it out and I ride the bicycle pretty well nowadays."
Thoughts,"It was reminiscent of a time I found myself in a dark cave and I had to find my way out and I
had to find my way out. I tried this I tried that, I saw things that could be the answer, but it turns out no
that wasn’t real. And it reminds me an awful lot of this test, so, that’s how it is."
Thoughts,"Well I had set up an experiment with other students I would make deceptive things like
having someone look over your shoulder or something like that. And the students had to take the test
with this artificial irritation and so this reminds me of the test I’m taking now."
Thoughts,I don't know is that a party on Saturday and there were lots of balloons and they kept flying in everybody’s face so that was pretty funny.
Thoughts,I don't know I can't think of a story that it was like.
Thoughts,I played the flute when I was a kid.
Thoughts,I suppose I like gambling meaning in regards to when I used to go play with the horses and good Atlantic city which was always a lot of fun.
Thoughts," Like I said the more you, you have to try and, if
you’re going for speed you’re pressuring yourself so if you could relax more, you’ve been in a situation
before and realized maybe it would help you and since it’s just new"
Thoughts,"The word search reminded me of what I do at home, a lot, and what I did when I was growing up, because my mother, let us play any game, we wanted, as long as it was scrabble so we did a lot with words, we always read books. I've never owned a TV, so I read a lot of books. I just spent too much time on that first puzzle trying to get more words and then I  realized, I had to go faster but otherwise for that yeah word games are always fun. It's like most days I play lots of word games every day. I do scrabble, I do the puzzles in the newspaper."
Thoughts,"There's a health issue coming up that I have to deal with, but other than that I'm pretty happy."
Thoughts,"Well, it was a little frustrating, because this cursor, whatever this thing is I'm using, didn't work well, so I had to switch to my finger, and so I guess it just reminds me that everything doesn't go the way you want, and sometimes you just have to go with the flow, and so I use my finger and it worked better for the most part. "
Thoughts,"Not really a story, but it's, all I can think of. Yes. I was doing something similar, and what I was supposed to use didn't work, and so I just had to use something else, so I thought fine I, you know as long as there's something else I can use in its place it works all right."
Thoughts,"I enjoy the word game, especially the one where I chose countries because I like to travel a lot and I've been in 78 different countries. My sisters had me total it this past year and I got back from Guatemala. I have several trips coming up and so I just enjoy travel and that game reminded me of travel. "
Thoughts,"The balloon one wasn't as fun, because sometimes one or two would pop and sometimes the very first touch would pop it so I didn't enjoy that game, but the word game was fun. I should have been faster and gone through more games, instead of trying to find more words."
Thoughts,"Um. I think it reminded me when I was younger and I wasn't very good at finding words or creating words in scrabble or whatever game, we were playing. In this case it wouldn't let me mark the words but it just I guess it teaches patience and tolerance that things go wrong, and so there is a little server error but there's nothing I could do about it. I did my best"
Thoughts,"It reminded me of when I worked blowing up balloons, I worked in a greenhouse but for Valentine’s day we had to blow up balloons. It was a lot of fun playing with the helium and being silly with sounds. We blew up so many balloons that day. Another one about blowing up balloons, a sad one, recently a young man died and they released a bunch of mylar balloons and the power went out and we knew instantly that it was the balloon that made the power go out."
Thoughts,"Word studies reminded me of elementary school, trying to see who could do the fastest in elementary school. I’m Feelings fine, I feel relaxed and mildly entertained."
Thoughts,"Popping the balloons was like stomping on balloons, making rockets go up in the air and seeing how much the children laughed. Lots of fun, people thought it was dangerous I don’t know why. The word search topic elements reminded me of college and I felt like I should have known more elements. Not a very good story."
Thoughts,"I do remember I had a professor who believed that people could blow up, I always thought he was really funny. I’m Feelings a little irritated with myself because I don’t know more elements on the top of my head. Just frustrated with the game, that’s all. I play games a lot but sometimes they’re more challenging than other times."
Thoughts,"Well, I felt like I was at a traffic jam in the big city and I knew I could go, I could see where I could go, but I couldn’t quite make it, just kind of stuck. Reminded me of work when there was a project and I couldn’t get myself focused enough to finish it."
Thoughts,"I did not like the word search. It reminded me of my sister and that’s all she ever does and I never like word search. The balloon game reminds me of going to the fair and squirting water into the little ducks, the little balloon mouths that blew up. That’s it."
Thoughts,"Same thing. The balloon one I thought about going to the fair and playing those balloons and on the word search I, when it was the buildings I was thinking about my house."
Thoughts,"When I played the balloon game, I thought about filling up, blowing up birthday balloons with my grandson. On the word search, I wasn’t really thinking of anything, just trying to find the words."
Thoughts,"Driving over here, I had the directions in my mind, of how to get here and I had it planned out, and when I got here I couldn't find what I thought was there, so I was looking for particular words, and I think they would be there and they would not be there that's what it reminds me of is driving and not getting to your destination."
Thoughts,"It actually reminded me of the kind of dream, you have where you can't ever end anything you keep going and going and going like a road that never ends. A bad situation that never ends."
Thoughts,"It was like being in a dream, where you're lost and you’re opening doors and you're opening windows and the doors go nowhere open next door, and it goes nowhere and next one might go somewhere, but it's not going where you want to go. Kind of frustrating."
Thoughts,I can’t think of anything just like it that I’ve ever experienced. I’m on the word game for fuel now. Back in school taking a test I think.
Thoughts,Nothing quite compares to that. I guess once again doing crosswords with my wife. She's really good at these games and I'm not.
Thoughts,"Once I realized that if I found that some words quickly and switch to another word puzzle, I might know those words better. I did not understand that through the first three trials so this was much more frustrating and annoying once I realized that I hadn't been following the directions correctly. So I don't know whether to blame me or blame the person who explained it to me, but I didn't do the first three correct and I apologize for that."
Thoughts,It was like doing the word search puzzles books that I had when I was a child and going on vacation on a long ride in the car. Playing the balloon game was a bit frustrating like when my Internet goes out at home and I'm not in control of getting it back on.
Thoughts,I feel like it's like when the airplane has landed and I'm waiting for my turn to get off and go on to do my next thing. I feel like at the end of a work day for me that's volunteering right now. When I have accomplished a task that was good to do but it didn't have a big impact on anything.
Thoughts,It was like completing tasks at the end of a workday. Knowing it's the end and I get to move on. I just finished the end of a volunteer shift at where I work and I feel like I am at the end of a work period and I’m glad to be near the end.
Thoughts,Well it's reminiscent of learning to play any new game
Thoughts,"I recently learned to play a new card game and at first all the details, you get better, as you go along, you realize where the connections are and what the rules are.  For me it's easier to do that when I'm playing it as opposed to reading the rules ahead of time."
Thoughts,"Well, I found the balloon fun it's strictly a matter of luck and I play a lot of games like that, where it's if they say it's better lucky than good. I'm not sure what else to say about them, I enjoy playing games so it's fun to learn new ones."
Thoughts,"It reminds me of some of the games that I play online. I often will try a new one, and sometimes I don't understand the point of it, so it takes me a while to figure out strategy. So I think any game that you play you sort of do that. I like to just throw myself in it and start playing and then figure it out. I'm not very good at reading the rules."
Thoughts,"Well, I enjoyed the games, I think I learned a little bit more about what you're looking for."
Thoughts,"Probably when I used to watch one of my daughters playing basketball and the anxiety, you know, trying to you know, make the basket or something so you're trying not to pop the balloon and as far as the word game just you know, just watching how things progress I guess. You know have to like watch my daughter play softball or whatever, she was always good at it so."
Thoughts,"Again, just like watching a competition, one of my kids playing ball or or my granddaughter dancing or something. Just get real high when you think you're going to win and things like that."
Thoughts,Playing cards while we’re on vacation and trying to beat each other.
Thoughts,"Once upon a time, long ago when I was but a wee boy I remember my brother and I by the banks of the big ditch in Montana right outside the farmhouse. And near the bridge, little wooden bridge crossing the big ditch, between two pastures was an area, a sandy type of area rather flat, very rocky because many rocks. It was rocky mountains, on which the cattle would cross. On the sandy area, we would take and build a whole farm type area with little fences, telephone poles, wires, little houses made from branches and pieces of rocks and other assortments and things we would string and things we collect from the house. It was a wonderful time. Joy with intense focus. Yet a calm joy, calm focused."
Thoughts,So to me that was more of a game of unknown and a game of chance without very much ability to use your cognitive powers. The other one seemed more of the Yang. More of a Feelings that I had more control over the particular game and could use focus and use my power of observation and cognitive skills.
Thoughts,"The story is the games reminded me of, well the balloon game reminded me of, trying to throw something in the garbage can and it keeps falling out and I keep having to throw it in and it keeps falling out. That is what I was reminded of when they kept popping quickly."
Thoughts,"I don't really have the super good story story about it but just kind of made me feel kind of uncertain after a while if was finding all the words. It made me wonder if I was doing it correctly. But it was actually, it's kind of fun to push the buttons on the balloons."
Thoughts,"Well, it reminds me of the time that I was randomly playing slot machines and just putting in whatever amount randomly and then pushing the spin button. It wasn’t working out very well, so I decided to change my strategy and just put in so many coins at a time and just see what happens with that same bet. "
Thoughts,"So that's what I did, I pushed the balloon five times and I take my pay out or it popped. Either way, I made about a quarter each time and came up with about six bucks. I think the first time I did it came up with about six bucks too, in some sort of random way, so I really don’t think it mattered a whole lot, the approach for that game."
Thoughts,"Well, it was like sitting at the blackjack table and just asking for cards and trying to bust it each time. And I was just trying to see how many cards I could get before I busted. It started with just a couple, two cards and then I thought I would take four cards and see how that works and the more cards I took the more often I busted. "
Thoughts,"Well, I guess doing the word searches took me back to when I was a kid, those are like first word puzzles that I can do. Commonly like books, they would give you the answers, so that you can always check out if you got them all or not. The easiest ones to find for me are those to stick out the circles in the grid. But I've graduated from word searches to more difficult puzzles like crossword puzzles.They really don't do word searches anymore unless i'm really bored and nothing better than that."
Thoughts,"I don't know this reminds me of kind of losing yourself and doing some puzzles and games, or something like that. I sometimes feel that way when I'm doing some drawing. You kind of just focus on what you're doing."
Thoughts,"Oh, like I just said, they remind me of a fourth grade spelling test, because we used to learn the tests through doing word searches and they always made me very anxious."
Thoughts,"It reminds me of being really stressful in school, taking a test. "
Thoughts,"Oh gosh. It’s like getting lost on a road, I guess is the way I would describe it. You know you went into all these different parts and these words, and I have no idea of the price of building or chemical elements, so it's kind of lost, like where to go or what you're looking for."
Thoughts,"Oh, just remind me of trying to relax doing a crossword puzzle or something, and you know, you get all stressed out because you don't know what the form of word is or whatever during the word searches you just can't find it. It's supposed to be relaxing, but sometimes it's not."
Thoughts,"Let's see. I'm not real technologically savvy so it reminds me of when I work on a computer and the computer is malfunctioning or doing something that is not performing the way it should, at least the way I'm expecting it to. I guess there's a little bit of frustration associated with the experience. I thought I just did in the story, that when I work with a computer and it's not working properly and I know enough about you know, whatever I'm doing on the computer to know that it should be doing what I'm expecting it to do. "
Thoughts,"It was fun. I'm not a big fisherman so I got a slow start on the puzzle. The balloon one was fun, because you never knew when it was going to pop. That seemed a little strategic."
Thoughts,"I think that I was reminded in the second round that the objective was to get as many words as possible and so I moved through the puzzles quicker. When I wasn't finding words as quickly, then I just went on to the next one. And that’s unlike me, because I like to finish what I’ve started, but it was fun. I think, like I said before, I have a competitive spirit so I think of fun games. We were just playing bags this weekend and you know the time element adds a different dimension to it, when you're up against the clock."
Thoughts,"These games seem to be a little more difficult in finding the words. Some of it was probably the subject was less interesting on the puzzles. This one was probably a little more frustrating than previous ones. I think last time, probably a little more frustrating. The answers didn't seem to come as easily. When you switch puzzles there's always one word that you see that you didn't see before."
Thoughts,"The word game was a little because I got a server error three times. Also, found the word fly from the insect puzzle but it wouldn't highlight. I think in general when I feel like that I try to find solutions to the problems or seek assistance. So like a server error or something like that I would try to find out why."
Thoughts,"Well, I think for the first game I can't think of specifics, but. Just times, where you're doing something that you think you know how to do well, and then some aspect of it changes and you don't really expect it so it's like you're doing something that you’ve done for a while and all sudden you don't succeed at it for reasons that are completely new to you, so the balloon game kind of reminded me of that. Oh frustration, first of all, but second of all determination to understand better why what happened, happened so that I could do better next time."
Thoughts,"Well, this time I think more about the word search game. Again, not a specific time but I suppose a time when I felt like I ought to know more of something than I actually did."
Thoughts,"I really thought I would have known more of the words in a certain category and it almost made me feel, it reminded me of times when you oughta know something but you just can't recall it. Probably frustrated with myself that I couldn't remember the things that I wanted to, but critical of myself."
Thoughts,"I’m thinking of times when I’m trying to figure out something and I feel like I'm needing more Information to really figure out what it is I'm dealing with and I'm not given enough opportunities to try out different things before having gone on to something else. Determination, wanting to keep trying."
Thoughts,Same thing goes. I think I report times when I am trying to analyze and be more methodical about how we're approaching something and still not quite seeing all the pieces and how they fit together and how something's working.
Thoughts,"The word game was simpler whenever I had topics that I understood or new more words for. The bubble game, I was not paying enough attention, I was popping more balloons than I had done in previous games"
Thoughts,"It was more difficult for me to concentrate on the games this time. The word games topics were not things that I was really finding many words or thinking of very many words and the balloon game, the blue balloon that I typically had been able to pump up more was popping before I got it to where I wanted it to be so it was a little more frustrating on that part. There's just more, at this point, impatience that I'm not getting better at the games and the last time I felt this way is when I tried to do tasks that are new and I don't know what i'm doing."
Thoughts,"The first game, it reminds me of a game I played as a child. Similar to busting the balloons and it also reminds me of the fair where you shoot the water stream in and blow up the balloons. The word find reminded me of the crossword puzzle I do daily."
Thoughts,"Again the balloons felt like the fair, shooting the water in and blowing up the balloons. And the word finder, a puzzle I don't particularly like reminded me of doing morning crosswords. I was relaxed."
Thoughts,"It reminded me of the fairground playing the game where you shoot the water in the balloon to inflate the blooms. And then, my daily crossword puzzle and sudoku which I usually do in the mornings. Relaxed and satisfied."
Thoughts,Oh It reminded me of doing my morning crosswords and that game at the fair where you blow up the balloon by shooting the water on that target. Satisfaction when I was successful.
Thoughts,"When I was playing the word game, the word search reminded me of being at a baby shower. I just feel very relaxed."
Thoughts,"It reminds me of playing these games with my grandchildren who love word games and puzzles and stuff like that. Just Feelings relaxed, because I like to play games"
Thoughts,"Trying to hurry can be frustrating, but I did start to catch on to what's going on, especially in the word search. And the balloons is well pure luck. Well just normal. Don’t know if anything is special."
Thoughts,"I’m learning what you want, and balloon pump is pure luck for how many times you pump it before they pop. And somebody tired the fireplace on. Just pretty normal. I like doing this kind of puzzle. "
Thoughts,"Well just like the other times I’ve played it. The balloon thing is just pure luck on guessing and the word search, some is easier than others, just like you said. I am playing the game and I feel, just like the other two times. I’m relaxed and just playing a game."
Thoughts,About the same as the other times. I'm starting to learn the word thing better and well the balloon thing is pretty much random and it’s interesting watching seeing how many times you turn the fireplace on and off. I am just playing this game.
Thoughts,"Well, it was kind of fun to play the two games right now. It reminded me of being in grade school and I teach second grade, so it kind of reminds me of some of the tasks my kids have to do."
Thoughts,"highlight and I knew they were there, and also when I will go to the next puzzle, and it was something I had no idea about.I guess last time I kept kind of doing something and it didn't work out. I was looking for something and it's just like you keep looking for the same thing, like, I was looking for my car keys, and they were actually where I looked for in the first time. So it's kind of a frustrating Feelings of looking for something and it's right in front of you."
Thoughts,"I just felt like quitting at the end, I was tired of playing and I wasn't doing very well and I just meant to be over. The last time I had this kind of Feelings I think I was playing video games with my nephew and I wasn't doing very well, so I just quit, he was much better than me."
Thoughts,"When I was playing the word search game, it reminded me of being a kid at my grandma's house because I used to play word search at her house a lot. And when I was playing the balloon game it reminded me of being in Vegas, being a risk taker or not with slot machines and such. "
Thoughts,"It reminds me the story that reminds me about being an only child that I would play word searches, because I didn't have another sibling to play with games with like in the car or if you're on vacation like in a cabin. So I guess just the whole doing this, these games reminds me of being an only child and trying to entertain myself. I probably just tried to realize why I was frustrated and then I kind of just move on."
Thoughts,"It was encouraging when I started the word search again because the topic was clergy members and my father was a minister, so I knew lots of those words to look for easily. I felt like I did pretty well so I just kind of take it and move on"
Thoughts,"It just reminded me of maybe back in school, when I knew that I should know these words and I wasn't finding them, so frustration. I just kind of note how I felt and then I move on, I don't tend to dwell on things like that."
Thoughts,"Well, I guess it reminds me of me trying to do puzzles at home, particularly word puzzles. I've tried to do those up and on Sundays when I do a sudoku or tried to do a crossword or jumble so the one word search reminded me of that, trying to find the answer and get it marked in. I really can't think of an experience that reminds me, or story, that reminds me about the pumping. So that's about all I have to say."
Thoughts,"I don't know that I have any story that would be different than what I said for the previous two games. I'd have to think of a story that was somewhat frustrating, which relates back to just doing puzzles or figuring things out and a story that would have some achievement. When I work, if I can figure something out somewhat quickly, say a task that I'm working on at work, that would make me feel to some degree, like the word puzzle, the last one that was vegetables."
Thoughts,"That one was much easier and I could see a lot of the words right away also I could think of examples to be looking for certain words so it then gave me a sense of achievement that very last one, which would be how I would feel when I would do something at work, that was a task or project or challenge so I guess that's it. Well, just today, at my office before I came, I felt this sense of achievement. I was reviewing Information and many things correlated and I could check things off the list, and so I felt a Feelings of achievement or satisfaction and that's how I would feel like I said, with the last word search so that would be it."
Thoughts,"I only played one game. I just play the balloon game but I'm trying to think what I've done that it's kind of like the balloon game where you kind of have to. figure out logically or tried for that, logically, which balloon you could get the most money from. I mean to me it was obvious in the three games that the blue one was the most money. I'm trying to think of a story that, something I've done, already kind of have to figure out how that's gonna work. I can't really think of an example, but I felt good about this one, because I got more money, so I feel like I conquered it better, but that's all I have to say."
Thoughts,"I just thought of something, the first game with the balloons and the pump was like the, just the two times short periods of times that I've been to Las Vegas and played the slot machine, where you started earning money and you're just kind of had to guess how long you should keep going or whether you should cash out your money and that reminded me exactly of that. Oh, well, I would really relate back to when I was in Las Vegas it, but it was a lot of fun. So, I guess, I felt happy and accomplished and kind of daring."
Thoughts,"The game was interesting, I think I found a pattern on it very quickly that seemed to work on most of the times, after that, before stopping before the balloon popped. "
Thoughts,The games are clearly identified and explained.
Thoughts,"The balloon game was fine again. I think I found a pattern there. A little frustration with the word search game again. I don't think I found a story to tell about those but I did find several words and highlighted them when they turned green but they didn't turn yellow today so I ended up finding one word. And so it was a frustrating to find the words and try to follow the pattern, I thought was the correct idea and to not have them count. Trying to think of something that I was frustrated by. Just wasn't doing what I thought it was supposed to do.and I was trying to find something on my new car to work and I couldn’t get it to work and it was okay there wasn’t anything there I just had trouble finding the right system, the right pattern right way to make it work."
Thoughts,"It was really the same situation as the last set where the balloon game was setting a pattern, and then, following that pattern to maximize the time between the activity and balloon popping. For the second game I should be finding no words, which really wasn't the case but, either i'm doing something wrong or there is no function somewhere. "
Thoughts,"Not much different than the others. The balloon game was fine. I pushed it a little bit more than I did before so but it was was fine and. Like most experiences, like a lot of experiences in life, it was okay. The word game was a little better, at least I highlighted it right this time."
Thoughts,"Well, I know I'm pretty smart in some things, but there are some things I just bypass and go on to see if I know the next one, so that's how I have been in life. If something doesn't work can I go on and find the next thing to do. But I pretty much know where I'm going when I want to to go. So. I guess that's what I'm doing with the games. I felt good about myself, because I would just go on to the next thing that I can master."
Thoughts,"The balloon game was interesting but I finally got a handle on what colors will pop first. The word game I enjoy more because I enjoy word searches. But there are some subjects I don't know that much about so I just go to the next one, which is how you should live your life. Something doesn't work you go on to the next thing. Oh, I don't know, I'm pretty satisfied when I can work things out, and when I do word searches if I get all the words in an hour so on the big puzzle, I am satisfied. Makes me feel like i'm still knowledgeable in many ways."
Thoughts,"It reminded me of when I had a task in design school and I was supposed to put a collar on a shirt and I wound up doing it three times and the first time I got frustrated. The second time I kind of figured it out and the third time I really, really thought it out, and then I completed it. I felt pretty good."
Thoughts,"It reminds me of that that game that you play where there's a sailboat it's sort of like in a, like they're a bunch of dots around it, you almost have to kind of disconnect your eyes to see it. That's the way that I felt when I started getting more on the word test. I was proud of myself."
Thoughts,I was trying to remember all the parts of my grandmother's house that I grew up in and looking for things like attic and cellar and porch and it was pretty interesting. I felt fairly content
Thoughts,"It was like I was at a party pumping up balloons on the pumping balloons of like a birthday party for our grandchildren. The word game would be more like I'm at school and trying to hurry up and find some words to do a crossword puzzle. Or, I could be at home doing a crossword puzzle. Well I'm a little frustrated on the crossword puzzle I didn't recognize the words. I think I was doing better on the balloons, I earn some money, so I felt okay. But I was more frustrated on the crossword puzzle because I couldn't think of the chemical names."
Thoughts,"Probably when I was playing a scrabble game and I knew that there were more answers there, but I wasn't able to see them quickly. That's it."
